# Constructed from biom file
#OTU ID	Baao_Agri_563	Baao_Center_563	Baao_Tribu_563	Bato_Center_563	Bato_Resid_563	Bato_Tilap_563	Bato_Tribu_563	Buhi_Center_563	Buhi_Resid_563	Buhi_Tilap_563	Buhi_Tribu_563
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Ignavibacteria;OPB56	24.0	19.0	18.0	695.0	1619.0	491.0	458.0	1381.0	1489.0	1627.0	1087.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Betaproteobacteriales	11562.0	9016.0	11886.0	7011.0	3631.0	5788.0	3235.0	3476.0	5238.0	5858.0	4146.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Pirellulales	103.0	168.0	19.0	367.0	600.0	276.0	723.0	5439.0	6118.0	5981.0	5451.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;	151.0	62.0	14.0	95.0	16.0	71.0	49.0	208.0	235.0	202.0	202.0
Eukaryota:plas;Excavata:plas;Discoba:plas;Euglenozoa:plas;Euglenida:plas;Euglenophyceae:plas	50.0	10.0	91.0	50.0	258.0	123.0	25.0	3.0	12.0	0.0	5.0
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;Verrucomicrobiales	488.0	193.0	283.0	5.0	20.0	7.0	3.0	448.0	376.0	401.0	360.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Chlamydomonadales:plas	523.0	879.0	712.0	876.0	797.0	708.0	698.0	1028.0	818.0	1062.0	818.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Clostridia;Clostridiales	667.0	61.0	212.0	1408.0	94.0	4040.0	1616.0	20.0	15.0	87.0	9.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Chitinophagales	1926.0	1313.0	1506.0	1787.0	1595.0	1374.0	1033.0	2220.0	2220.0	2169.0	1926.0
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;Chthoniobacterales	74.0	44.0	34.0	181.0	129.0	151.0	138.0	400.0	343.0	289.0	314.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;	73.0	43.0	49.0	19.0	32.0	37.0	17.0	33.0	43.0	27.0	49.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Bdellovibrionales	107.0	70.0	65.0	245.0	14.0	138.0	110.0	95.0	76.0	46.0	55.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Acidimicrobiia;Microtrichales	548.0	993.0	292.0	1823.0	3230.0	1065.0	1175.0	2868.0	3677.0	1992.0	2593.0
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;Synechococcales	9499.0	11066.0	6644.0	8301.0	14589.0	8378.0	3280.0	6312.0	6138.0	6571.0	6220.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;Chlorellales:plas	1255.0	1553.0	715.0	593.0	324.0	798.0	317.0	60.0	17.0	15.0	38.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;;	1037.0	2014.0	820.0	174.0	379.0	176.0	39.0	190.0	225.0	202.0	223.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Frankiales	5157.0	5966.0	5299.0	9542.0	5119.0	5706.0	4931.0	7124.0	9152.0	8724.0	8409.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Sphingobacteriales	864.0	588.0	731.0	689.0	344.0	596.0	633.0	585.0	488.0	728.0	437.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Cytophagales	1622.0	846.0	1925.0	945.0	484.0	1078.0	465.0	174.0	189.0	353.0	182.0
Eukaryota:plas;Cryptista:plas;Cryptophyta:plas;Cryptophyta_X:plas;Cryptophyceae:plas;Cryptomonadales:plas	543.0	62.0	214.0	1136.0	346.0	698.0	638.0	11.0	45.0	4.0	86.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis	201.0	192.0	62.0	708.0	172.0	374.0	298.0	446.0	432.0	387.0	287.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;	797.0	319.0	981.0	618.0	149.0	485.0	653.0	805.0	590.0	1287.0	517.0
Eukaryota;;;;;	8.0	32.0	21.0	141.0	15.0	204.0	113.0	80.0	82.0	125.0	85.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Sphingomonadales	2462.0	1467.0	1755.0	326.0	939.0	362.0	86.0	46.0	56.0	89.0	65.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Xanthomonadales	48.0	14.0	22.0	49.0	31.0	25.0	68.0	8.0	15.0	10.0	17.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rhodobacterales	309.0	196.0	261.0	177.0	175.0	407.0	59.0	62.0	33.0	43.0	58.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Pedinophyceae:plas;Pedinomonadales:plas	1157.0	1563.0	4424.0	49.0	525.0	136.0	14.0	11.0	11.0	0.0	8.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Caulobacterales	0.0	0.0	7.0	24.0	0.0	20.0	61.0	65.0	64.0	77.0	45.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Acetobacterales	163.0	161.0	47.0	146.0	90.0	182.0	272.0	96.0	158.0	218.0	94.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Legionellales	23.0	13.0	0.0	14.0	8.0	0.0	0.0	33.0	53.0	37.0	34.0
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia	0.0	0.0	0.0	9.0	40.0	7.0	0.0	0.0	0.0	0.0	5.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Corynebacteriales	26.0	21.0	30.0	8.0	17.0	10.0	0.0	872.0	745.0	739.0	777.0
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Chloroflexia;Chloroflexales	331.0	189.0	298.0	390.0	121.0	335.0	237.0	416.0	357.0	381.0	333.0
Eukaryota:mito;Archaeplastida:mito;Streptophyta:mito;Streptophyta_X:mito;Embryophyceae:mito;Embryophyceae_X:mito	0.0	0.0	2.0	93.0	53.0	49.0	13.0	0.0	13.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;	0.0	0.0	0.0	48.0	7.0	65.0	50.0	27.0	27.0	19.0	22.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Chrysophyceae:plas;Chrysophyceae_X:plas	487.0	378.0	251.0	11.0	122.0	127.0	4.0	80.0	119.0	24.0	95.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Bacteroidales	19.0	0.0	37.0	4.0	2.0	13.0	9.0	0.0	5.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;;	17.0	0.0	5.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Micrococcales	686.0	430.0	1003.0	374.0	493.0	454.0	354.0	251.0	206.0	307.0	258.0
Bacteria;PANNAM;;;;	25.0	31.0	44.0	205.0	50.0	249.0	170.0	184.0	235.0	356.0	15.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Micromonosporales	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Paracaedibacterales	11.0	0.0	0.0	3.0	9.0	19.0	9.0	3.0	3.0	3.0	14.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rickettsiales	0.0	0.0	4.0	90.0	34.0	48.0	26.0	30.0	30.0	16.0	33.0
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;Opitutales	524.0	495.0	893.0	823.0	115.0	781.0	892.0	2668.0	2553.0	3712.0	1384.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Steroidobacterales	0.0	0.0	0.0	9.0	0.0	11.0	7.0	0.0	0.0	2.0	0.0
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X;Deinococci;Thermales	0.0	0.0	0.0	10.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;	146.0	115.0	43.0	0.0	28.0	0.0	0.0	0.0	8.0	0.0	0.0
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Acidobacteriia;Solibacterales	0.0	10.0	8.0	24.0	3.0	36.0	16.0	12.0	34.0	22.0	20.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;PB19	18.0	4.0	33.0	77.0	0.0	40.0	6.0	10.0	31.0	8.0	13.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Mamiellophyceae:plas;Monomastigales:plas	120.0	23.0	20.0	135.0	44.0	86.0	69.0	37.0	48.0	26.0	33.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;	88.0	30.0	90.0	22.0	51.0	0.0	33.0	0.0	0.0	0.0	0.0
Bacteria;PVC;Kiritimatiellaeota;Kiritimatiellaeota_X;Kiritimatiellae;WCHB141	0.0	3.0	0.0	5.0	6.0	21.0	3.0	0.0	0.0	0.0	0.0
Bacteria;Gracilicutes;Fusobacteria;Fusobacteria_X;Fusobacteriia;Fusobacteriales	17.0	11.0	10.0	13.0	6.0	29.0	21.0	14.0	11.0	47.0	9.0
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Subgroup_6;Unknown_Order	0.0	0.0	9.0	15.0	17.0	17.0	13.0	37.0	48.0	46.0	43.0
Eukaryota:mito;;;;;	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	12.0	4.0	5.0
Eukaryota:mito;TSAR:mito;Stramenopiles:mito;Gyrista:mito;Eustigmatophyceae:mito;Eustigmatophyceae_X:mito	38.0	34.0	24.0	152.0	148.0	243.0	105.0	298.0	231.0	271.0	229.0
Bacteria;Terrabacteria;;;;	392.0	155.0	13.0	0.0	0.0	2.0	16.0	284.0	252.0	157.0	219.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Gemmatales	93.0	120.0	24.0	31.0	133.0	32.0	10.0	221.0	457.0	298.0	378.0
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;Nostocales	14.0	45.0	106.0	3484.0	69.0	3640.0	8172.0	38.0	31.0	50.0	20.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Ignavibacteria;Ignavibacteriales	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;	10.0	10.0	8.0	39.0	2.0	51.0	38.0	253.0	281.0	203.0	300.0
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae;	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	0.0	0.0	0.0
Bacteria;FCB;Gemmatimonadetes;Gemmatimonadetes_X;Gemmatimonadetes_XX;Gemmatimonadales	120.0	104.0	46.0	107.0	66.0	74.0	64.0	136.0	111.0	127.0	101.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Thalassiophysales:plas	21.0	0.0	82.0	260.0	0.0	223.0	271.0	0.0	0.0	0.0	0.0
Eukaryota:plas;;;;;	0.0	0.0	4.0	0.0	0.0	23.0	3.0	17.0	10.0	9.0	26.0
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;	422.0	342.0	218.0	195.0	43.0	126.0	125.0	198.0	232.0	148.0	141.0
Eukaryota:plas;Archaeplastida:plas;;;;	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;;	144.0	194.0	77.0	604.0	47.0	698.0	616.0	3687.0	2701.0	2510.0	3517.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;WD260	119.0	41.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae;RBG13549	0.0	0.0	0.0	10.0	5.0	4.0	0.0	37.0	27.0	50.0	24.0
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Xanthophyceae:plas;Xanthophyceae_X:plas	618.0	182.0	325.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Erysipelotrichia;Erysipelotrichales	3.0	0.0	0.0	87.0	0.0	100.0	69.0	0.0	0.0	8.0	3.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;;	0.0	0.0	9.0	147.0	14.0	231.0	130.0	696.0	435.0	782.0	447.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfarculales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Eustigmatophyceae:plas;Eustigmatophyceae_X:plas	310.0	194.0	348.0	816.0	803.0	875.0	390.0	843.0	674.0	801.0	522.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Clostridia;	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfuromonadales	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Mediophyceae_X:plas	0.0	0.0	0.0	1639.0	0.0	1996.0	1393.0	0.0	0.0	0.0	0.0
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Microgenomatia;Candidatus_Woesebacteria	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Negativicutes;Selenomonadales	18.0	4.0	32.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Bacilli;Lactobacillales	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Phycisphaerae;Phycisphaerales	0.0	0.0	0.0	758.0	113.0	1046.0	1047.0	1587.0	1301.0	1726.0	978.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Diplorickettsiales	2.0	0.0	6.0	3.0	16.0	10.0	0.0	3.0	3.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyta_XX:plas;Chlorophyta_XXX:plas	5.0	0.0	5.0	392.0	58.0	357.0	565.0	402.0	306.0	446.0	277.0
Bacteria;Terrabacteria;Armatimonadetes;Armatimonadetes_X;Armatimonadia;Armatimonadales	118.0	63.0	62.0	20.0	29.0	55.0	7.0	16.0	26.0	45.0	43.0
Eukaryota:plas;TSAR:plas;Alveolata:plas;Dinoflagellata:plas;Dinophyceae:plas;Peridiniales:plas	0.0	0.0	0.0	82.0	4.0	43.0	13.0	2.0	0.0	3.0	0.0
Bacteria;FCB;Fibrobacteres;Fibrobacteres_X;Fibrobacteria;Fibrobacterales	6.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;Solirubrobacterales	0.0	0.0	0.0	9.0	0.0	18.0	19.0	136.0	101.0	24.0	102.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	6.0	4.0	2.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;Gaiellales	17.0	21.0	0.0	33.0	38.0	46.0	34.0	56.0	56.0	54.0	40.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;;	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Streptophyta:plas;Streptophyta_X:plas;Zygnemophyceae:plas;Zygnemophyceae_X:plas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfovibrionales	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Isosphaerales	8.0	6.0	0.0	10.0	0.0	26.0	20.0	30.0	32.0	46.0	31.0
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_4	0.0	13.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Alphaproteobacteria_X	0.0	0.0	3.0	0.0	0.0	6.0	0.0	17.0	19.0	14.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Arenicellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Chlorophyceae_X:plas	0.0	0.0	0.0	24.0	0.0	30.0	9.0	0.0	0.0	0.0	0.0
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae;Anaerolineales	3.0	0.0	0.0	0.0	0.0	3.0	11.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Litostomatea_X	6.0	0.0	0.0	11.0	14.0	0.0	0.0	0.0	7.0	0.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Chrysophyceae:plas;	0.0	17.0	14.0	0.0	0.0	38.0	4.0	0.0	0.0	3.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Chrysophyceae:plas;Ochromonadales:plas	14.0	9.0	12.0	0.0	0.0	0.0	0.0	19.0	17.0	15.0	12.0
Bacteria;Gracilicutes;Dependentiae;Dependentiae_X;Babeliae;Babeliales	7.0	0.0	4.0	12.0	0.0	16.0	0.0	59.0	63.0	63.0	63.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Coscinodiscophyceae:plas;Aulacoseirales:plas	0.0	0.0	0.0	673.0	302.0	1221.0	2060.0	58.0	28.0	26.0	39.0
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;	0.0	0.0	0.0	83.0	0.0	88.0	69.0	0.0	0.0	0.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Licmophorales:plas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	391.0	729.0	446.0	397.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Planctomycetales	21.0	0.0	0.0	299.0	26.0	309.0	318.0	267.0	241.0	320.0	186.0
Eukaryota;Obazoa;Opisthokonta;Metazoa;;	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;Chroococcales	13.0	3.0	7.0	19.0	0.0	19.0	18.0	239.0	167.0	228.0	225.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia;Microsporida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Ga0077536	41.0	22.0	5.0	33.0	9.0	37.0	24.0	11.0	8.0	9.0	8.0
Bacteria;Gracilicutes;Spirochaetes;Spirochaetes_X;Leptospirae;Leptospirales	0.0	13.0	0.0	65.0	14.0	17.0	25.0	13.0	15.0	10.0	27.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Thalassiosirales:plas	0.0	0.0	16.0	49.0	0.0	118.0	18.0	396.0	391.0	125.0	301.0
Bacteria;PVC;Chlamydiae;Chlamydiae_X;Chlamydiae_XX;Chlamydiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;NB1j	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Nephroselmidophyceae:plas;Nephroselmidales:plas	0.0	0.0	0.0	266.0	123.0	118.0	99.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Blastocatellia_(Subgroup_4);1124	0.0	0.0	0.0	12.0	0.0	19.0	26.0	23.0	28.0	45.0	24.0
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;	0.0	0.0	0.0	63.0	0.0	123.0	166.0	20.0	17.0	15.0	22.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Francisellales	0.0	0.0	0.0	29.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Micavibrionales	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Halothiobacillales	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;;	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;	0.0	0.0	0.0	37.0	28.0	49.0	17.0	9.0	18.0	17.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Coxiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Saccharimonadia;Saccharimonadales	4.0	0.0	19.0	19.0	4.0	13.0	74.0	0.0	0.0	0.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;;	6.0	0.0	0.0	3.0	0.0	12.0	16.0	27.0	15.0	3.0	15.0
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X;Deinococci;Deinococcales	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Phaeophyceae:plas;Phaeophyceae_X:plas	14.0	13.0	11.0	2.0	0.0	14.0	5.0	22.0	25.0	7.0	6.0
Eukaryota:plas;Archaeplastida:plas;Glaucophyta:plas;Glaucophyta_X:plas;Glaucocystophyceae:plas;Glaucocystophytes:plas	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;Cryptista:plas;Cryptophyta:plas;Cryptophyta_X:plas;Cryptophyceae:plas;Pyrenomonadales:plas	4.0	0.0	5.0	9.0	0.0	17.0	11.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Reyranellales	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;MBNT15	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;Trebouxiophyceae_X:plas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	13.0	18.0	12.0
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Dehalococcoidia;	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;PVC;;;;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	26.0	32.0	31.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Bradymonadales	0.0	0.0	0.0	16.0	0.0	32.0	62.0	0.0	0.0	0.0	0.0
